,,,,,,,,,,,,,,,,,,,,,
Standard & Poors 500 Index,Last: 4677.0298,Change:  -19.0202,,,,,,,,,,,,,,,,,,,
"Date: January 9, 2022, 3:11 AM EST",Bid: 4619.75,Ask: 4727.2202,Size: 1*1,Volume: 0,,,,,,,,,,,,,,,,,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon Jan 10 2022,SPXW220110C03100000,0,0,1569.7,1587.1,0,2.1967,0.9954,0,0,3100.00,SPXW220110P03100000,0.05,0,0,0.05,0,1.5865,-0.0002,0,202
Mon Jan 10 2022,SPXW220110C03200000,0,0,1469.7,1487.7,0,2.0975,0.9941,0,0,3200.00,SPXW220110P03200000,0.05,0,0,0.05,0,1.466,-0.0002,0,1156
Mon Jan 10 2022,SPXW220110C03300000,0,0,1374.9,1380.1,0,1.6197,0.9985,0,0,3300.00,SPXW220110P03300000,0.05,0,0,0.05,0,1.3447,-0.0002,0,172
Mon Jan 10 2022,SPXW220110C03400000,0,0,1274.9,1280.1,0,1.4911,0.9983,0,0,3400.00,SPXW220110P03400000,0.05,0,0,0.05,0,1.2354,-0.0002,0,2105
Mon Jan 10 2022,SPXW220110C03450000,0,0,1224.9,1230.1,0,1.4279,0.9983,0,0,3450.00,SPXW220110P03450000,0.05,0,0,0.05,0,1.1885,-0.0002,0,1554
Mon Jan 10 2022,SPXW220110C03500000,1194.59,-4.81,1174.9,1180.1,6,1.3655,0.9982,0,1,3500.00,SPXW220110P03500000,0.05,0,0,0.05,0,1.1409,-0.0003,0,1954
Mon Jan 10 2022,SPXW220110C03550000,0,0,1124.9,1130.1,0,1.303,0.9981,0,0,3550.00,SPXW220110P03550000,0.72,0,0,0.05,0,1.0865,-0.0003,0,150
Mon Jan 10 2022,SPXW220110C03600000,0,0,1074.9,1080.1,0,1.2429,0.998,0,0,3600.00,SPXW220110P03600000,0.05,0,0,0.05,0,1.0322,-0.0003,0,2415
Mon Jan 10 2022,SPXW220110C03650000,0,0,1024.2,1030.1,0,0,0.9707,0.0001,0,3650.00,SPXW220110P03650000,0.05,0,0,0.05,0,0.9854,-0.0003,0,550
Mon Jan 10 2022,SPXW220110C03675000,0,0,999.2,1005.1,0,0,0.9698,0.0001,0,3675.00,SPXW220110P03675000,0.05,0,0,0.05,0,0.9505,-0.0003,0,1200
Mon Jan 10 2022,SPXW220110C03700000,0,0,974.3,980.1,0,0,0.9691,0.0001,0,3700.00,SPXW220110P03700000,0.05,0,0,0.05,0,0.9276,-0.0003,0,1570
Mon Jan 10 2022,SPXW220110C03725000,0,0,949.9,955.1,0,1.0928,0.9978,0,0,3725.00,SPXW220110P03725000,0.05,0,0,0.05,0,0.9033,-0.0003,0,560
Mon Jan 10 2022,SPXW220110C03750000,0,0,924.9,930.1,0,1.0635,0.9977,0,0,3750.00,SPXW220110P03750000,0.05,0.025,0,0.05,1200,0.8762,-0.0003,0,2278
Mon Jan 10 2022,SPXW220110C03775000,914.34,-9.76,899.3,905.1,20,0,0.9669,0.0001,0,3775.00,SPXW220110P03775000,0.25,0,0,0.05,0,0.8583,-0.0003,0,33
Mon Jan 10 2022,SPXW220110C03800000,895.48,-3.67,874.3,880.1,10,0,0.9661,0.0001,0,3800.00,SPXW220110P03800000,0.02,-0.005,0,0.05,314,0.8245,-0.0003,0,26356
Mon Jan 10 2022,SPXW220110C03825000,0,0,849.3,855.1,0,0,0.9653,0.0001,0,3825.00,SPXW220110P03825000,0.05,0,0,0.05,0,0.8052,-0.0003,0,120
Mon Jan 10 2022,SPXW220110C03850000,0,0,824.3,830.1,0,0,0.9644,0.0002,0,3850.00,SPXW220110P03850000,0.05,0.025,0,0.05,400,0.7834,-0.0004,0,2216
Mon Jan 10 2022,SPXW220110C03875000,0,0,799.9,805.1,0,0.919,0.9974,0,0,3875.00,SPXW220110P03875000,0.05,0,0,0.05,0,0.7579,-0.0004,0,233
Mon Jan 10 2022,SPXW220110C03900000,794.02,-4.83,774.3,780.1,6,0,0.9625,0.0002,0,3900.00,SPXW220110P03900000,0.05,0,0,0.05,5,0.7276,-0.0003,0,414
Mon Jan 10 2022,SPXW220110C03925000,0,0,749.9,755.1,0,0.8615,0.9972,0,0,3925.00,SPXW220110P03925000,0.05,0,0,0.05,101,0.7123,-0.0004,0,74
Mon Jan 10 2022,SPXW220110C03950000,0,0,724.3,730.1,0,0,0.9605,0.0002,0,3950.00,SPXW220110P03950000,0.05,0,0,0.05,601,0.6832,-0.0004,0,6741
Mon Jan 10 2022,SPXW220110C03975000,0,0,699.3,705.1,0,0,0.9593,0.0002,0,3975.00,SPXW220110P03975000,0.05,-0.025,0,0.05,1254,0.6608,-0.0004,0,5006
Mon Jan 10 2022,SPXW220110C04000000,0,0,674.3,680.1,0,0,0.9581,0.0002,0,4000.00,SPXW220110P04000000,0.05,-0.025,0,0.05,1144,0.6364,-0.0004,0,2360
Mon Jan 10 2022,SPXW220110C04025000,0,0,649.3,655.1,0,0,0.9569,0.0002,0,4025.00,SPXW220110P04025000,0.05,-0.025,0,0.05,145,0.6163,-0.0005,0,67
Mon Jan 10 2022,SPXW220110C04050000,0,0,624.3,630.1,0,0,0.9555,0.0002,0,4050.00,SPXW220110P04050000,0.05,-0.025,0,0.05,39,0.5869,-0.0004,0,2329
Mon Jan 10 2022,SPXW220110C04070000,0,0,604.3,610.1,0,0,0.9544,0.0002,0,4070.00,SPXW220110P04070000,0,0,0,0.05,0,0.5695,-0.0005,0,0
Mon Jan 10 2022,SPXW220110C04075000,612.5,-11.65,599.3,605.1,3,0,0.9541,0.0002,3,4075.00,SPXW220110P04075000,0.05,0,0,0.1,3,0.5974,-0.0009,0,139
Mon Jan 10 2022,SPXW220110C04080000,0,0,594.3,600.1,0,0,0.9538,0.0002,0,4080.00,SPXW220110P04080000,0.25,0,0,0.1,0,0.5906,-0.0008,0,3044
Mon Jan 10 2022,SPXW220110C04090000,0,0,584.3,590.1,0,0,0.9532,0.0003,0,4090.00,SPXW220110P04090000,0.25,0,0,0.05,0,0.5511,-0.0005,0,188
Mon Jan 10 2022,SPXW220110C04100000,0,0,574.3,580.1,0,0,0.953,0.0003,0,4100.00,SPXW220110P04100000,0.05,-0.025,0,0.1,510,0.5734,-0.0009,0,9760
Mon Jan 10 2022,SPXW220110C04110000,0,0,564.2,569.4,0,0,0.9524,0.0003,0,4110.00,SPXW220110P04110000,0.05,-0.05,0,0.05,74,0.5343,-0.0005,0,142
Mon Jan 10 2022,SPXW220110C04120000,0,0,554.3,560.1,0,0,0.9517,0.0003,0,4120.00,SPXW220110P04120000,0.05,-0.05,0,0.05,510,0.5251,-0.0005,0,167
Mon Jan 10 2022,SPXW220110C04125000,0,0,549.3,555.1,0,0,0.9514,0.0003,0,4125.00,SPXW220110P04125000,0.05,-0.05,0,0.05,31,0.5194,-0.0005,0,412
Mon Jan 10 2022,SPXW220110C04130000,0,0,544.3,550.1,0,0,0.9511,0.0003,0,4130.00,SPXW220110P04130000,0.1,0,0,0.05,400,0.5155,-0.0005,0,37
Mon Jan 10 2022,SPXW220110C04140000,0,0,534.3,540.1,0,0,0.9504,0.0003,0,4140.00,SPXW220110P04140000,0.05,-0.05,0,0.05,1736,0.5082,-0.0006,0,162
Mon Jan 10 2022,SPXW220110C04150000,0,0,524.3,530.1,0,0,0.9492,0.0003,0,4150.00,SPXW220110P04150000,0.05,-0.05,0,0.05,1027,0.4944,-0.0005,0,16153
Mon Jan 10 2022,SPXW220110C04160000,0,0,514.3,520.1,0,0,0.9489,0.0003,0,4160.00,SPXW220110P04160000,0.1,0,0,0.05,288,0.4889,-0.0006,0,265
Mon Jan 10 2022,SPXW220110C04170000,520.87,-8.63,505,510.1,3,0.5986,0.9954,0.0001,0,4170.00,SPXW220110P04170000,0.05,-0.05,0,0.05,8,0.4776,-0.0006,0,177
Mon Jan 10 2022,SPXW220110C04175000,0,0,500,505.1,0,0.593,0.9954,0.0001,0,4175.00,SPXW220110P04175000,0.1,0,0,0.05,500,0.473,-0.0006,0,247
Mon Jan 10 2022,SPXW220110C04180000,0,0,495,500.1,0,0.5873,0.9953,0.0001,0,4180.00,SPXW220110P04180000,0.05,-0.05,0,0.05,2,0.4666,-0.0005,0,218
Mon Jan 10 2022,SPXW220110C04190000,0,0,485,490.1,0,0.576,0.9953,0.0001,0,4190.00,SPXW220110P04190000,0.05,-0.05,0,0.05,499,0.4576,-0.0006,0,274
Mon Jan 10 2022,SPXW220110C04200000,0,0,475,480.1,0,0.5649,0.9952,0.0001,0,4200.00,SPXW220110P04200000,0.05,-0.05,0,0.1,3445,0.4745,-0.0011,0,1531
Mon Jan 10 2022,SPXW220110C04210000,0,0,465,470.1,0,0.5541,0.9951,0.0001,0,4210.00,SPXW220110P04210000,0.2,0,0,0.1,0,0.467,-0.0011,0,342
Mon Jan 10 2022,SPXW220110C04220000,0,0,455,460.1,0,0.5425,0.995,0.0001,0,4220.00,SPXW220110P04220000,0.1,-0.05,0,0.1,2,0.4572,-0.0011,0,144
Mon Jan 10 2022,SPXW220110C04225000,0,0,450,455.1,0,0.5369,0.9949,0.0001,0,4225.00,SPXW220110P04225000,0.1,-0.05,0,0.1,500,0.4511,-0.0011,0,239
Mon Jan 10 2022,SPXW220110C04230000,0,0,445,450.1,0,0.5313,0.9949,0.0001,0,4230.00,SPXW220110P04230000,0.07,-0.055,0,0.1,251,0.4473,-0.0012,0,1439
Mon Jan 10 2022,SPXW220110C04240000,0,0,435,440.1,0,0.5201,0.9948,0.0001,0,4240.00,SPXW220110P04240000,0.07,-0.08,0,0.1,216,0.4369,-0.0012,0,140
Mon Jan 10 2022,SPXW220110C04250000,0,0,425,430.1,0,0.5085,0.9947,0.0001,0,4250.00,SPXW220110P04250000,0.05,-0.1,0,0.1,4519,0.4257,-0.0012,0,3811
Mon Jan 10 2022,SPXW220110C04260000,0,0,415,420.1,0,0.4974,0.9946,0.0001,0,4260.00,SPXW220110P04260000,0.07,-0.08,0.05,0.1,229,0.4331,-0.0017,0,204
Mon Jan 10 2022,SPXW220110C04270000,0,0,405,410.1,0,0.4862,0.9945,0.0001,0,4270.00,SPXW220110P04270000,0.05,-0.1,0.05,0.1,1,0.423,-0.0018,0,85
Mon Jan 10 2022,SPXW220110C04275000,0,0,399.4,405.1,0,0,0.9383,0.0004,0,4275.00,SPXW220110P04275000,0.1,-0.075,0.05,0.1,25,0.4174,-0.0018,0,133
Mon Jan 10 2022,SPXW220110C04280000,0,0,394.3,400.1,0,0,0.9378,0.0004,0,4280.00,SPXW220110P04280000,0.07,-0.13,0.05,0.15,168,0.4237,-0.0023,0,221
Mon Jan 10 2022,SPXW220110C04290000,0,0,384.4,389.5,0,0,0.9366,0.0005,0,4290.00,SPXW220110P04290000,0.07,-0.13,0.05,0.15,327,0.4147,-0.0024,0.0001,126
Mon Jan 10 2022,SPXW220110C04300000,391.96,-7.59,374.4,379.5,1,0,0.9354,0.0005,10,4300.00,SPXW220110P04300000,0.07,-0.13,0.05,0.1,492,0.393,-0.0019,0,460
Mon Jan 10 2022,SPXW220110C04305000,0,0,369.4,374.5,0,0,0.934,0.0005,0,4305.00,SPXW220110P04305000,0.1,-0.1,0.05,0.15,54,0.3987,-0.0024,0.0001,70
Mon Jan 10 2022,SPXW220110C04310000,0,0,364.4,369.5,0,0,0.9342,0.0005,0,4310.00,SPXW220110P04310000,0.15,-0.05,0.05,0.15,140,0.3936,-0.0024,0.0001,551
Mon Jan 10 2022,SPXW220110C04315000,0,0,359.4,364.5,0,0,0.9327,0.0005,0,4315.00,SPXW220110P04315000,0.4,0,0.05,0.15,0,0.3887,-0.0025,0.0001,334
Mon Jan 10 2022,SPXW220110C04320000,469.15,0,354.4,360.2,0,0.3609,0.9986,0,3,4320.00,SPXW220110P04320000,0.15,-0.05,0.05,0.15,501,0.3836,-0.0025,0.0001,112
Mon Jan 10 2022,SPXW220110C04325000,463.75,0,349.4,355.2,0,0.3558,0.9985,0,1,4325.00,SPXW220110P04325000,0.07,-0.155,0.05,0.1,704,0.3683,-0.002,0,281
Mon Jan 10 2022,SPXW220110C04330000,362.76,0,344.4,350.2,0,0.351,0.9985,0,8,4330.00,SPXW220110P04330000,0.1,-0.15,0.05,0.15,33,0.3735,-0.0026,0.0001,139
Mon Jan 10 2022,SPXW220110C04335000,279.6,0,339.4,345.2,0,0.345,0.9986,0,0,4335.00,SPXW220110P04335000,0.07,-0.18,0.05,0.15,3,0.3681,-0.0026,0.0001,69
Mon Jan 10 2022,SPXW220110C04340000,0,0,334.4,340.2,0,0.341,0.9985,0,0,4340.00,SPXW220110P04340000,0.15,-0.1,0.05,0.15,7,0.3632,-0.0026,0.0001,41
Mon Jan 10 2022,SPXW220110C04345000,375.32,0,329.4,334.5,0,0,0.9285,0.0006,1,4345.00,SPXW220110P04345000,0.1,-0.15,0.05,0.15,567,0.3582,-0.0027,0.0001,49
Mon Jan 10 2022,SPXW220110C04350000,349.54,0,324.4,330.2,0,0.3328,0.9984,0,1,4350.00,SPXW220110P04350000,0.1,-0.125,0.05,0.1,247,0.3434,-0.0021,0.0001,3962
Mon Jan 10 2022,SPXW220110C04355000,276.4,0,319.4,325.2,0,0.3267,0.9984,0,0,4355.00,SPXW220110P04355000,0.1,-0.15,0.05,0.15,1011,0.3472,-0.0027,0.0001,150
Mon Jan 10 2022,SPXW220110C04360000,0,0,314.4,320.2,0,0.3219,0.9984,0,0,4360.00,SPXW220110P04360000,0.1,-0.15,0.05,0.15,8,0.3431,-0.0028,0.0001,73
Mon Jan 10 2022,SPXW220110C04365000,0,0,309.4,315.2,0,0.3165,0.9984,0,0,4365.00,SPXW220110P04365000,0.15,-0.1,0.05,0.15,85,0.3373,-0.0028,0.0001,103
Mon Jan 10 2022,SPXW220110C04370000,0,0,304.4,309.5,0,0,0.9246,0.0006,0,4370.00,SPXW220110P04370000,0.1,-0.15,0.1,0.15,554,0.3401,-0.0034,0.0001,1151
Mon Jan 10 2022,SPXW220110C04375000,324.34,0,299.4,305.2,0,0.3068,0.9984,0,1,4375.00,SPXW220110P04375000,0.1,-0.175,0.05,0.15,416,0.3283,-0.0029,0.0001,995
Mon Jan 10 2022,SPXW220110C04380000,376,0,294.4,299.6,0,0,0.9229,0.0007,1,4380.00,SPXW220110P04380000,0.15,-0.15,0.05,0.15,68,0.3224,-0.0029,0.0001,588
Mon Jan 10 2022,SPXW220110C04385000,0,0,289.4,295.2,0,0.2974,0.9983,0.0001,0,4385.00,SPXW220110P04385000,0.15,-0.15,0.05,0.15,109,0.3174,-0.003,0.0001,113
Mon Jan 10 2022,SPXW220110C04390000,341.13,0,284.4,289.6,0,0,0.9211,0.0007,10,4390.00,SPXW220110P04390000,0.1,-0.2,0.1,0.2,191,0.326,-0.0042,0.0001,237
Mon Jan 10 2022,SPXW220110C04395000,0,0,279.4,285.2,0,0.2879,0.9983,0.0001,0,4395.00,SPXW220110P04395000,0.2,-0.1,0.1,0.2,80,0.3208,-0.0043,0.0001,145
Mon Jan 10 2022,SPXW220110C04400000,282.79,-16.96,276.5,278.3,2,0.3155,0.9956,0.0001,9,4400.00,SPXW220110P04400000,0.1,-0.2,0.1,0.15,3486,0.3093,-0.0037,0.0001,1205
Mon Jan 10 2022,SPXW220110C04405000,0,0,270.1,275.2,0,0.3479,0.9903,0.0002,0,4405.00,SPXW220110P04405000,0.2,-0.125,0.1,0.15,44,0.3041,-0.0038,0.0001,111
Mon Jan 10 2022,SPXW220110C04410000,310.67,0,265.1,270.2,0,0.3421,0.9901,0.0002,6,4410.00,SPXW220110P04410000,0.2,-0.15,0.1,0.2,59,0.3045,-0.0045,0.0001,98
Mon Jan 10 2022,SPXW220110C04415000,0,0,260.1,265.2,0,0.3363,0.99,0.0002,0,4415.00,SPXW220110P04415000,0.1,-0.25,0.1,0.15,5,0.2938,-0.0039,0.0001,152
Mon Jan 10 2022,SPXW220110C04420000,356.82,0,254.4,260.2,0,0.2652,0.998,0.0001,35,4420.00,SPXW220110P04420000,0.15,-0.2,0.1,0.2,103,0.2942,-0.0046,0.0001,172
Mon Jan 10 2022,SPXW220110C04425000,290.7,0,250.1,255.2,0,0.3247,0.9896,0.0002,5,4425.00,SPXW220110P04425000,0.15,-0.2,0.1,0.15,2377,0.2835,-0.0041,0.0001,349
Mon Jan 10 2022,SPXW220110C04430000,277.7,0,245.1,250.2,0,0.319,0.9895,0.0003,0,4430.00,SPXW220110P04430000,0.15,-0.25,0.1,0.2,49,0.2838,-0.0048,0.0001,72
Mon Jan 10 2022,SPXW220110C04435000,0,0,240.1,245.2,0,0.3132,0.9893,0.0003,0,4435.00,SPXW220110P04435000,0.1,-0.3,0.1,0.2,86,0.2785,-0.0049,0.0001,79
Mon Jan 10 2022,SPXW220110C04440000,270.3,0,235.1,240.2,0,0.3074,0.9891,0.0003,0,4440.00,SPXW220110P04440000,0.15,-0.25,0.1,0.2,64,0.2733,-0.005,0.0002,72
Mon Jan 10 2022,SPXW220110C04445000,0,0,229.5,235.2,0,0.2568,0.9963,0.0001,0,4445.00,SPXW220110P04445000,0.19,-0.26,0.1,0.2,105,0.268,-0.0051,0.0002,99
Mon Jan 10 2022,SPXW220110C04450000,338.28,0,224.5,230.2,0,0.2517,0.9963,0.0001,3,4450.00,SPXW220110P04450000,0.15,-0.3,0.1,0.15,1597,0.2578,-0.0045,0.0001,3626
Mon Jan 10 2022,SPXW220110C04455000,0,0,219.5,225.2,0,0.2466,0.9962,0.0001,0,4455.00,SPXW220110P04455000,0.15,-0.325,0.1,0.2,190,0.2577,-0.0053,0.0002,163
Mon Jan 10 2022,SPXW220110C04460000,219.42,-19.83,214.5,220.2,1,0.2415,0.9961,0.0001,6,4460.00,SPXW220110P04460000,0.12,-0.38,0.1,0.2,39,0.2524,-0.0054,0.0002,306
Mon Jan 10 2022,SPXW220110C04465000,224.27,-10.03,209.5,215.2,2,0.2358,0.9961,0.0001,2,4465.00,SPXW220110P04465000,0.2,-0.325,0.1,0.25,118,0.2512,-0.0062,0.0002,91
Mon Jan 10 2022,SPXW220110C04470000,219.24,-10.11,204.5,210.2,2,0.2308,0.996,0.0001,3,4470.00,SPXW220110P04470000,0.16,-0.39,0.1,0.25,98,0.246,-0.0064,0.0002,180
Mon Jan 10 2022,SPXW220110C04475000,210.62,0,199.5,205.2,0,0.2257,0.9959,0.0002,7,4475.00,SPXW220110P04475000,0.15,-0.45,0.15,0.2,239,0.2404,-0.0064,0.0002,602
Mon Jan 10 2022,SPXW220110C04480000,200.42,0,194.5,200.2,0,0.2206,0.9959,0.0002,6,4480.00,SPXW220110P04480000,0.2,-0.4,0.15,0.2,98,0.2353,-0.0066,0.0002,350
Mon Jan 10 2022,SPXW220110C04485000,230.8,0,189.5,195.2,0,0.2155,0.9958,0.0002,5,4485.00,SPXW220110P04485000,0.2,-0.45,0.15,0.25,533,0.233,-0.0074,0.0003,551
Mon Jan 10 2022,SPXW220110C04490000,213.8,0,185.2,190.2,0,0.2532,0.9855,0.0004,1,4490.00,SPXW220110P04490000,0.2,-0.5,0.15,0.25,721,0.2277,-0.0076,0.0003,790
Mon Jan 10 2022,SPXW220110C04495000,0,0,180.2,184.3,0,0,0.8954,0.0012,0,4495.00,SPXW220110P04495000,0.2,-0.55,0.15,0.3,396,0.2255,-0.0086,0.0003,72
Mon Jan 10 2022,SPXW220110C04500000,190.68,-8.92,175.8,178.8,2,0.186,0.9975,0.0001,43,4500.00,SPXW220110P04500000,0.23,-0.57,0.2,0.3,3898,0.2228,-0.0095,0.0003,3079
Mon Jan 10 2022,SPXW220110C04505000,192.5,0,170.9,173.8,0,0.1948,0.9954,0.0002,5,4505.00,SPXW220110P04505000,0.17,-0.68,0.2,0.3,142,0.2174,-0.0098,0.0003,207
Mon Jan 10 2022,SPXW220110C04510000,180.63,-9.07,165.7,168.8,3,0,0.888,0.0013,14,4510.00,SPXW220110P04510000,0.3,-0.6,0.2,0.35,589,0.2145,-0.0108,0.0004,1399
Mon Jan 10 2022,SPXW220110C04515000,157.71,-27.04,160.9,163.8,1,0.1848,0.9951,0.0002,2,4515.00,SPXW220110P04515000,0.25,-0.725,0.25,0.35,137,0.2109,-0.0118,0.0004,308
Mon Jan 10 2022,SPXW220110C04520000,168.18,-11.67,155.9,158.8,2,0.1797,0.9949,0.0002,3,4520.00,SPXW220110P04520000,0.3,-0.75,0.25,0.35,743,0.2054,-0.0122,0.0004,247
Mon Jan 10 2022,SPXW220110C04525000,145.43,-29.52,150.9,153.9,51,0.1828,0.9928,0.0003,26,4525.00,SPXW220110P04525000,0.32,-0.83,0.25,0.4,1267,0.2016,-0.0132,0.0005,520
Mon Jan 10 2022,SPXW220110C04530000,174.29,4.24,146,148.9,3,0.1837,0.9907,0.0004,20,4530.00,SPXW220110P04530000,0.3,-0.95,0.3,0.4,563,0.1978,-0.0144,0.0005,260
Mon Jan 10 2022,SPXW220110C04535000,240.07,0,141,143.9,0,0.1781,0.9904,0.0004,3,4535.00,SPXW220110P04535000,0.3,-1.05,0.35,0.45,976,0.1956,-0.0164,0.0006,430
Mon Jan 10 2022,SPXW220110C04540000,145.11,-15.19,136.1,138.9,2,0.1776,0.9883,0.0005,13,4540.00,SPXW220110P04540000,0.3,-1.175,0.35,0.5,1418,0.1912,-0.0176,0.0007,198
Mon Jan 10 2022,SPXW220110C04545000,138.79,-16.61,131.1,133.9,18,0.1718,0.988,0.0005,58,4545.00,SPXW220110P04545000,0.35,-1.25,0.4,0.55,2860,0.1883,-0.0197,0.0007,153
Mon Jan 10 2022,SPXW220110C04550000,130.5,-20.05,126.9,128.7,4,0.1863,0.9774,0.0008,18,4550.00,SPXW220110P04550000,0.55,-1.225,0.5,0.6,2524,0.1864,-0.0227,0.0008,2807
Mon Jan 10 2022,SPXW220110C04555000,128.89,-16.86,121.4,124,29,0.1745,0.9799,0.0008,23,4555.00,SPXW220110P04555000,0.65,-1.275,0.55,0.65,1225,0.1826,-0.0249,0.0009,195
Mon Jan 10 2022,SPXW220110C04560000,125.68,-15.27,116.4,119.2,3,0.1738,0.9759,0.0009,5,4560.00,SPXW220110P04560000,0.65,-1.475,0.6,0.75,1617,0.1797,-0.028,0.001,190
Mon Jan 10 2022,SPXW220110C04565000,124.2,-12.6,111.5,114.2,5,0.1699,0.9734,0.001,2,4565.00,SPXW220110P04565000,0.73,-1.595,0.7,0.85,476,0.1775,-0.0321,0.0012,178
Mon Jan 10 2022,SPXW220110C04570000,122.28,0,106.6,109.3,0,0.1678,0.9692,0.0012,75,4570.00,SPXW220110P04570000,0.83,-1.745,0.8,0.95,1513,0.1746,-0.0362,0.0013,1625
Mon Jan 10 2022,SPXW220110C04575000,134.08,0,101.7,104.5,0,0.1669,0.9633,0.0014,12,4575.00,SPXW220110P04575000,1.05,-1.775,0.9,1.05,2016,0.1711,-0.0403,0.0015,968
Mon Jan 10 2022,SPXW220110C04580000,107.48,-14.47,96.8,99.6,6,0.1635,0.9589,0.0016,0,4580.00,SPXW220110P04580000,1.15,-1.95,1.05,1.2,922,0.1689,-0.0463,0.0017,359
Mon Jan 10 2022,SPXW220110C04585000,98.3,-19.15,92.8,94.4,1,0.1681,0.9456,0.0019,9,4585.00,SPXW220110P04585000,1.35,-2.05,1.2,1.35,1262,0.166,-0.0523,0.0019,532
Mon Jan 10 2022,SPXW220110C04590000,103.3,-9.75,87.2,89.9,7,0.1595,0.9449,0.002,11,4590.00,SPXW220110P04590000,1.47,-2.33,1.4,1.55,941,0.1638,-0.0599,0.0021,343
Mon Jan 10 2022,SPXW220110C04595000,98.5,-9.95,82.4,85.2,4,0.1581,0.9355,0.0023,12,4595.00,SPXW220110P04595000,1.4,-2.8,1.6,1.8,1576,0.1614,-0.0685,0.0024,539
Mon Jan 10 2022,SPXW220110C04600000,90.61,-13.24,77.8,80.3,31,0.1559,0.9259,0.0026,66,4600.00,SPXW220110P04600000,2,-2.6,1.95,2.1,6722,0.1603,-0.0799,0.0027,2173
